"rid", "binaryID"
137,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000
169,10010100000000000000000000000000000000000000000000000000000000000000000000000000000000000
483,10010100000000000000000000000000000000000000000000000000000000000000000000000000000010000
131,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000
417,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000001
152,100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000
482,100101000000000000000000000000000000000000000000000000000000000000000000000000000000100000
130,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000
416,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000010
149,1001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000
129,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000
418,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000100
148,10010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
125,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000
413,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000001
419,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000001000
171,100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
121,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000
412,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000010
420,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000010000
173,1001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
122,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000
411,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000100
421,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000100000
183,10010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
458,10010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
116,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000
406,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000001
410,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000001000
495,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000001001
414,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000001000000
182,100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
457,100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010
115,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000
404,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010
405,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000011
401,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000
187,1001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
113,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000
193,10010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
114,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000
194,100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
110,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000
198,1001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
111,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000
199,10010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
112,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000
203,100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
106,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000
501,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001
204,1001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
432,1001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001
96,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000
105,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001
234,10010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000
103,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010
399,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000011
252,100101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000
98,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100
403,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000101
392,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000110
253,1001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
97,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000
91,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000
394,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001010
400,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001011
488,10010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
93,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000
99,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001
90,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000
395,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010110
398,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010111
92,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000
397,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001
100,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010
89,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000
86,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000
391,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010
101,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100
88,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000
85,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000
102,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000
87,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000
83,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000
104,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000
452,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010001
84,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000
82,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000
388,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000001
107,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000
451,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100010
389,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000
81,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000
450,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010
108,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000
453,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000100
370,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000
386,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001
498,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000
384,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100
109,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000
402,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010001000
369,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000
382,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000010
385,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011
80,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000
449,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001
117,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000
73,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000
383,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000100
365,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110
79,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000
378,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000010
118,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000
368,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000
381,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001000
364,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100
78,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000
377,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100
119,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000
367,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000
380,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000010000
358,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000
366,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011001
77,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000
373,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000
120,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000
72,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000
379,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000100000
349,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110000
351,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110001
371,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110010
76,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000
123,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000
71,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000
387,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001000000
345,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100000
360,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100001
341,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100010
350,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100011
372,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100100
75,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000
124,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000
67,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000
70,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000001
393,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000010000000
343,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000000
325,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000100
347,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000110
374,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011001000
74,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000
126,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000
60,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000
69,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010
390,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000100000000
396,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000100000001
346,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110000000
324,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110001000
344,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110001100
375,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110010000
127,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000
409,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000001
51,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000
68,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000100
376,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001000000000
340,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100000000
348,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100000001
490,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100010000
337,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100011000
339,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100011001
492,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100100000
493,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100100001
128,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000
408,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000010
48,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000
64,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000001000
352,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000000010
319,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000100000
328,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000100001
329,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000110000
332,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000110001
338,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000110010
132,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000
407,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000100
46,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000
62,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000
355,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110000000100
315,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110001000000
133,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000
494,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000001000
35,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000
59,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000100000
354,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100000001000
356,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100000001001
312,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100010000000
321,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100010000001
134,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000
454,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000010000
33,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000
56,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000001000000
299,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000000010000
361,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000000010010
301,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000100000000
314,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000100000001
313,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000100000010
322,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000011000100000011
135,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000
415,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000100000
28,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000
55,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000000
353,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110000000100000
333,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110001000000110
334,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000110001000000111
136,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000
23,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000
54,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000100000000
491,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000001100000001000000
138,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000
20,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000
52,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000001000000000
480,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000
15,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000
49,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000000000
50,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000000001
16,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000
45,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000100000000000
47,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000100000000001
57,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000100000000010
497,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000
42,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000001000000000000
44,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000001000000000010
61,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000001000000000100
448,100101000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000000000000001000000000101
10,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000
40,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000000000000
43,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000000000100
320,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000000000101
63,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000000001000
447,1001010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000010000000001010
8,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000
32,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000100000000000000
38,10010100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000100000000001000
